"NTD ID","Agency","Reporter Type","Organization Type","City","State","Report Year","Agency VOMS","UACE Code","UZA Name","Primary UZA Area Sq Miles","Primary UZA Population","Service Area Sq Miles","Service Area Population","Actual Vehicle/Passenger Car Miles","Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Deadhead Miles","Scheduled Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Trains in Operation","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles Traveled","Directional Route Miles"
"50010","METRO Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Akron","OH","2022","182","00766","Akron, OH","300.64","541,879","420","541,013","5,542,073","4,736,864","805,209","3,247,032","421,220","361,492","59,728","0","0","0","0","0",,"0","0",,"3,658,170","15,495","0","14,991,025","0"
"50011","Stark Area Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Canton","OH","2022","66","13375","Canton, OH","180.19","295,319","581","375,586","3,732,757","3,331,477","401,280","2,524,980","224,107","203,232","20,875","0","0","0","0","0",,"0","0",,"1,223,686","108,256",,"9,202,645","0"
"50012","Southwest Ohio Regional Transit Authority, dba: Metro / Access","Full Reporter","Independent Public Agency or Authority of Transit Service","Cincinnati","OH","2022","321","16885","Cincinnati, OH--KY","752.28","1,686,744","289","744,901","13,246,035","11,228,781","2,017,254","10,390,160","909,112","826,614","82,498",,,"0","0","0",,"0","0",,"9,847,273","168,045",,"51,900,315","0.1"
"50013","Red Cliff Band of Lake Superior Chippewa, dba: Red Cliff (Miskwaabekong) Transit","Reduced Reporter","Tribe","Bayfield","WI","2022","5","00055","Wisconsin Non-UZA","0","2,782,206",,,"0","57,890","0","0","0","4,847","0",,,"0","0","0",,"0","0",,"12,401",,"0","0","0"
"50014","Forest County Potawatomi Community","Reduced Reporter","Tribe","Crandon","WI","2022","8","00055","Wisconsin Non-UZA","0","2,782,206",,,"0","5,991","0","0","0","355","0",,,"0","0","0",,"0","0",,"968",,"0","0","0"
"50015","The Greater Cleveland Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Cleveland","OH","2022","375","17668","Cleveland, OH","713.81","1,712,178","458","1,412,140","22,084,698","20,278,988","1,805,710","16,487,659","1,679,635","1,584,028","95,607","0","0","0","1,710,087","1,704,989","5,098","99,347","98,387","960","19,081,613","496,221","0","90,809,089","85.8"
"50016","Central Ohio Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Columbus","OH","2022","274","19234","Columbus, OH","516.16","1,567,254","336","1,168,779","16,084,016","13,660,827","2,423,189","10,383,025","1,093,778","1,009,154","84,624","0","0","0","0","0",,"0","0",,"10,275,316","178,262","0","43,010,945","1.4"
"50017","Greater Dayton Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Dayton","OH","2022","123","22528","Dayton, OH","319.89","674,046","274","559,062","6,370,516","6,060,304","310,212","4,709,382","447,144","414,599","32,545","0","0","0","0","0",,"0","0",,"5,666,081","158,544","0","35,588,314","125.66"
"50019","City of Middletown, dba: Middletown Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Middletown","OH","2022","5","56926","Middletown, OH","53.62","93,608","20","50,987","0","211,594","0","0","0","15,471","0",,,"0","0","0",,"0","0",,"175,612",,"0","0","0"
"50020","City of Springfield, Ohio, dba: Springfield City Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Springfield","OH","2022","13","83980","Springfield, OH","45.08","82,369","25","58,763","0","240,697","0","0","0","18,470","0",,,"0","0","0",,"0","0",,"119,826",,"0","0","0"
"50021","Portage Area Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Kent","OH","2022","43","00766","Akron, OH","300.64","541,879","504","162,466","1,173,536","1,077,286","96,250","673,781","80,224","71,276","8,948","0","0","0","0","0",,"0","0",,"634,574","8,525","0","1,858,257","0"
"50022","Toledo Area Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Toledo","OH","2022","126","87868","Toledo, OH--MI","240.71","497,952","142","374,213","3,364,518","3,458,267","386,662","2,238,217","265,748","270,670","26,287","0","0","0","0","0",,"0","0",,"1,971,693","233,924",,"12,399,819","0"
"50024","Western Reserve Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Youngstown","OH","2022","54","97831","Youngstown, OH","195.96","320,901","331","426,657","2,408,709","2,257,750","150,959","1,925,688","163,958","132,093","31,865","0","0","0","0","0",,"0","0",,"1,330,784","18,545",,"5,639,253","0"
"50025","Duluth Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Duluth","MN","2022","61","24850","Duluth, MN--WI","66.87","119,411","69","102,334","2,185,898","2,053,452","132,446","1,871,138","171,101","164,579","6,522","105","0","0","0","0",,"0","0",,"1,900,040","21,522","0","7,484,851","0"
"50026","City of Moorhead, dba: Metropolitan Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Moorhead","MN","2022","11","29089","Fargo, ND--MN","77.73","216,214","26","49,495","528,450","501,505","26,945","498,939","39,897","38,483","1,414","0","0","0","0","0",,"0","0",,"351,795","5,700","0","1,368,865","0"
"50027","Metro Transit","Full Reporter","Subsidiary Unit of a Transit Agency, Reporting Separately","Minneapolis","MN","2022","507","57628","Minneapolis--St. Paul, MN","1,014.79","2,914,866","492","1,731,667","26,267,901","22,841,186","3,426,715","23,253,956","2,111,980","1,902,416","209,564",,,"0","1,485,924","1,416,112","69,812","119,205","110,958","8,247","38,794,641",,,"162,182,989","379.23"
"50028","St. Cloud Metropolitan Transit Commission, dba: Metro Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","Saint Cloud","MN","2022","46","77338","St. Cloud, MN","53.97","117,638","29","110,606","1,727,352","1,618,940","108,412","1,042,203","134,592","118,802","15,790","0","0","0","0","0",,"0","0",,"726,520","108,252","9,365","2,637,827","0"
"50029","Bay Metropolitan Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Bay City","MI","2022","50","05869","Bay City, MI","39.93","68,472","442","103,856","1,082,770","1,073,248","9,522","709,223","59,775","58,883","892",,,"0","0","0",,"0","0",,"228,564","14,862",,"1,688,359","0"
"50030","City of Battle Creek, dba: Battle Creek Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Battle Creek","MI","2022","22","05707","Battle Creek, MI","47.33","75,513","73","87,735","0","551,530","0","0","0","35,412","0",,,"0","0","0",,"0","0",,"240,209",,"0","0","0"
"50031","Suburban Mobility Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","Detroit","MI","2022","269","23824","Detroit, MI","1,284.83","3,776,890","1,074","3,424,477","14,592,978","12,221,840","2,371,138","9,547,831","840,270","751,660","88,610","0","0","0","0","0",,"0","0",,"4,430,455","97,252","0","39,864,609","0"
"50032","Mass Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Flint","MI","2022","245","29872","Flint, MI","205.46","298,964","640","405,813","8,925,100","7,668,527","1,256,573","4,245,950","454,648","384,423","70,225","0","0","0","0","0",,"0","0",,"2,586,161","213,191","0","16,835,627","0"
"50033","Interurban Transit Partnership, dba: The Rapid","Full Reporter","Independent Public Agency or Authority of Transit Service","Grand Rapids","MI","2022","185","34300","Grand Rapids, MI","274.36","605,666","155","621,711","7,813,503","7,111,847","701,656","5,488,943","542,911","504,554","38,357","0","0","0","0","0",,"0","0",,"5,514,573","183,659","30,595","25,444,876","19.02"
"50034","City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Jackson","MI","2022","18","42157","Jackson, MI","52.03","84,307","702","160,366","613,376","569,513","43,863","371,943","43,448","39,903","3,545","0","0","0","0","0",,"0","0",,"314,273","736","0","892,752","0"
"50035","Central County Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Kalamazoo","MI","2022","66","43723","Kalamazoo, MI","109.46","204,562","580","261,670","2,327,567","2,186,970","140,597","1,345,532","171,553","158,723","12,830","0","0","0","0","0",,"0","0",,"1,473,923","46,920","0","6,827,287","0"
"50036","Capital Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Lansing","MI","2022","163","47719","Lansing, MI","155.83","318,300","136","295,130","6,473,169","5,754,873","718,296","3,420,837","470,420","412,425","57,995","0","0","0","0","0",,"0","0",,"5,399,227","162,841",,"16,201,762","0"
"50037","County of Muskegon, dba: Muskegon Area Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Muskegon","MI","2022","15","60841","Muskegon--Norton Shores, MI","112.06","166,414","52","88,639","0","568,709","0","0","0","37,785","0",,,"0","0","0",,"0","0",,"196,304",,"0","0","0"
"50038","City of Niles , dba: Niles Dial-A-Ride Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Niles","MI","2022","6","83116","South Bend, IN--MI","147.93","278,921","120","237,932","0","174,544","0","0","0","12,541","0",,,"0","0","0",,"0","0",,"44,384",,"0","0","0"
"50039","Saginaw Transit Authority Regional Service","Full Reporter","Independent Public Agency or Authority of Transit Service","Saginaw","MI","2022","56","77149","Saginaw, MI","65.73","116,058","63","200,169","945,623","907,483","38,140","648,482","64,833","62,282","2,551","0","0","0","0","0",,"0","0",,"551,104","24,035",,"3,708,395","0"
"50040","Ann Arbor Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Ann Arbor","MI","2022","227","02602","Ann Arbor, MI","143.45","317,689","130","258,829","6,695,972","6,262,542","490,357","3,642,135","387,641","352,599","38,331","0","0","0","0","0",,"0","0",,"3,653,122","70,862","0","19,353,316","0"
"50041","City of Anderson , dba: City of Anderson Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Anderson","IN","2022","12","02386","Anderson, IN","52.17","79,517","45","55,076","0","448,175","0","0","0","30,826","0",,,"0","0","0",,"0","0",,"102,236",,"0","0","0"
"50042","City of East Chicago, dba: East Chicago Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","East Chicago","IN","2022","3","16264","Chicago, IL--IN","2,337.89","8,671,746","11","26,370","0","92,919","0","0","0","8,388","0",,,"0","0","0",,"0","0",,"48,755",,"0","0","0"
"50043","Metropolitan Evansville Transit System, dba: METS","Full Reporter","City, County or Local Government Unit or Department of Transportation","Evansville","IN","2022","26","28333","Evansville, IN","112.75","206,855","45","118,930","1,262,911","1,231,497","31,414","1,019,624","94,289","91,088","3,201",,,"0","0","0",,"0","0",,"823,586","26,052",,"3,121,159","0"
"50044","Fort Wayne Public Transportation Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","Fort Wayne","IN","2022","40","31087","Fort Wayne, IN","163.6","335,934","123","279,469","1,842,150","1,721,581","120,569","1,358,339","134,240","124,667","9,573",,,"0","0","0",,"0","0",,"1,328,482","58,916",,"4,874,421","0"
"50045","Gary Public Transportation Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","Gary","IN","2022","22","16264","Chicago, IL--IN","2,337.89","8,671,746","38","102,746","900,754","863,687","37,067","872,368","66,285","63,525","2,760",,,"0","0","0",,"0","0",,"384,357","13,101","0","538,883","0"
"50047","Bloomington-Normal Public Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","Normal","IL","2022","45","08407","Bloomington--Normal, IL","50.36","134,100","46","131,416","1,707,653","1,589,771","117,882","1,220,550","140,940","133,318","7,622","0","0","0","0","0",,"0","0",,"1,795,759","67,040","10,355","4,289,699","0"
"50050","Indianapolis and Marion County Public Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","Indianapolis","IN","2022","159","41212","Indianapolis, IN","722.55","1,699,881","396","969,466","10,425,437","9,454,768","970,669","7,994,941","709,476","666,606","42,870","0","0","0","0","0",,"0","0",,"5,751,302","149,143",,"26,213,273","26.1"
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","Lafayette","IN","2022","55","46018","Lafayette, IN","68.74","157,100","74","134,333","1,919,629","1,818,406","101,223","1,744,055","151,737","143,514","8,223","0","0","0","0","0",,"0","0",,"3,620,148","30,396","0","9,670,226","0"
"50052","South Bend Public Transportation Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","South Bend","IN","2022","56","83116","South Bend, IN--MI","147.93","278,921","68","154,346","1,736,349","1,568,298","168,051","1,347,580","124,513","112,576","11,937","0","0","0","0","0",,"0","0",,"1,157,406","60,520",,"4,381,398","0"
"50053","City of Terre Haute , dba: Terre Haute Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","Terre Haute","IN","2022","10","87139","Terre Haute, IN","46.83","79,862","18","59,614","433,791","421,826","11,965","417,048","36,270","33,986","2,284","0","0","0","0","0",,"0","0",,"131,633","11,130","0","180,372","0"
"50054","Muncie Indiana Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","Muncie","IN","2022","36","60625","Muncie, IN","48.2","84,382","27","70,085","922,230","848,753","73,477","713,477","67,800","62,546","5,254","0","0","0","0","0",,"0","0",,"838,726","36,633","0","3,082,345","0"
"50056","Greater Peoria Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Peoria","IL","2022","77","68509","Peoria, IL","145.79","259,781","105","240,110","3,277,507","2,981,896","295,611","2,243,083","216,692","175,091","41,601","0","0","0","0","0",,"0","0",,"1,656,820","104,206","0","8,775,381","0"
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Moline","IL","2022","62","22366","Davenport, IA--IL","134.86","285,211","46","120,378","2,642,247","2,432,018","210,229","2,259,388","181,684","172,958","8,726","0","0","0","0","0",,"0","0",,"1,752,633","14,311","48,691","8,541,448","11.9"
"50058","Rockford Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Rockford","IL","2022","49","75718","Rockford, IL","133.81","276,443","156","285,526","2,168,326","2,087,076","81,250","1,327,610","159,558","154,143","5,415","0","0","0","0","0",,"0","0",,"911,437","90,339","12,773","4,295,990","0"
"50059","Springfield Mass Transit District, dba: Sangamon Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Springfield","IL","2022","63","83899","Springfield, IL","81.74","159,265","65","153,594","2,360,991","2,243,608","117,383","1,837,449","166,067","160,202","5,865","0","0","0","0","0",,"0","0",,"1,030,069","67,422","7,717","3,958,235","0"
"50060","Champaign-Urbana Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Urbana","IL","2022","105","15211","Champaign, IL","46.52","147,452","41","135,495","3,447,544","3,242,528","205,016","2,925,294","316,223","300,800","15,423",,,"0","0","0",,"0","0",,"7,336,669","74,601",,"12,850,836","0"
"50061","City of Decatur, Il, dba: Decatur Public Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Decatur","IL","2022","23","22717","Decatur, IL","55.11","86,287","53","74,746","1,052,325","1,041,934","10,391","964,923","78,681","75,942","2,739",,,"0","0","0",,"0","0",,"903,004","15,182",,"2,384,245","0"
